frame,atom_index,symbol,x_A,y_A,z_A,formal_charge_e,predicted_charge_e,force_x_eV_A,force_y_eV_A,force_z_eV_A
0,0,H,9.04638977,12.69041951,12.97776359,1,-0.0330896899104,0.953395605087,1.1621440649,-3.71569824219
0,1,O,12.00387415,11.99911896,10.68902028,-2,0.556360423565,6.71281147003,2.80311822891,2.23136591911
0,2,H,10.22830312,10.6984727,9.70881406,1,0.0136141590774,-0.459860503674,-1.70352828503,-0.891113102436
0,3,H,14.00025823,13.35300633,11.50542538,1,0.0111501514912,0.59157127142,-1.19272983074,-0.115104958415
0,4,O,10.97866385,11.25748,13.29951981,-2,-0.00553478300571,2.23385381699,-2.15251421928,1.34257256985
0,5,H,15.82112532,15.97842313,10.34284957,1,0.0100040044636,-2.81356930733,1.11035478115,-0.643072783947
0,6,O,9.96369866,11.25927459,10.41597623,-2,0.00103549659252,-2.06610035896,-1.46534061432,0.857959330082
0,7,H,11.3519755,11.6732565,10.03630506,1,0.0153105333447,-0.658771812916,0.529418468475,0.806383490562
0,8,O,9.3618432,13.00705177,11.99288639,-2,-0.16190944612,0.41290730238,1.36318016052,4.84017419815
0,9,O,14.83745983,16.08654433,9.99885862,-2,-0.028159968555,3.94809794426,1.82014262676,1.33114755154
0,10,H,14.80853881,15.24095,9.63886689,1,0.0107478536665,-0.545388281345,-1.81745791435,-2.59102869034
0,11,H,14.67245584,12.87886678,13.65407252,1,-0.0296776071191,-0.242890372872,0.0524140745401,0.0302358083427
0,12,H,10.95254067,12.17837727,13.47765241,1,-0.0615367367864,-0.609077572823,1.90814876556,0.300281763077
0,13,O,13.32446879,9.04398124,12.27421419,-2,-0.0384991057217,-0.0554069243371,-0.124730020761,1.67322921753
0,14,H,10.90453624,15.67634478,12.60716,1,-0.0248886272311,-0.391573548317,2.99055242538,-0.662160456181
0,15,H,13.56362747,9.87090693,12.79555474,1,-0.00216318294406,-0.455111593008,-1.81012821198,-0.699223101139
0,16,O,14.19978606,15.18390615,12.28964695,-2,-0.0470413900912,-2.98530220985,3.01274561882,-0.14176005125
0,17,H,13.78443062,16.15102937,12.43821627,1,-0.00612937659025,1.56591725349,-3.395622015,-0.6148250103
0,18,O,14.24708423,13.48946884,10.55915739,-2,-0.0422447547317,-0.262598246336,-0.530258119106,0.342498242855
0,19,H,10.88627862,14.5775183,13.5538635,1,-0.0792255625129,0.0648812949657,-0.673241913319,2.1370100975
0,20,O,9.72445356,13.79012895,9.61162596,-2,-0.122046798468,1.91727995872,-7.83472156525,-0.835397958755
0,21,H,12.90524926,12.49931331,10.37194059,1,0.0135672055185,-2.9514503479,-1.41445231438,0.636557638645
0,22,H,9.65064036,13.10553721,10.52916952,1,0.0114842876792,-0.00425510294735,1.51221644878,-3.91159725189
0,23,O,10.9954168,14.76282272,12.64360511,-2,0.121271364391,0.896823525429,-1.85238957405,-1.21514630318
0,24,H,13.6731646,14.81825083,11.47399678,1,0.0142657775432,0.0451836436987,2.23781299591,3.31919407845
0,25,H,10.0047654,10.76535674,11.28169113,1,0.0117437690496,0.0684299916029,0.560445666313,-1.23346936703
0,26,H,11.58915171,10.965758,14.09064478,1,-0.0925192162395,-1.41916930676,0.156486958265,-1.72918784618
0,27,H,13.28209377,12.16114818,13.81965431,1,-0.0561400949955,0.249369800091,0.294341355562,0.103250645101
0,28,O,13.89275673,12.55739369,13.17444373,-2,-0.0169269517064,0.0668931528926,-0.462458223104,-0.101521469653
0,29,H,12,12,12,1,0.0118477940559,-0.681918621063,-0.695683658123,-2.80087518692
0,30,H,9.50146159,14.43832449,10.12925478,1,0.00218069506809,-2.18721032143,6.78237342834,3.70876407623
0,31,H,14.50632789,14.42576911,10.65081963,1,0.0149018317461,0.752191960812,-1.06538569927,-0.611335933208
0,32,H,10.14150509,13.8847987,12.15432366,1,0.0307533368468,-2.24629068375,-2.06617093086,-0.0989812090993
0,33,H,13.11346635,8.28563039,12.90916784,1,-0.00250523351133,0.556276857853,1.96093523502,-1.04904949665
1,0,H,8.97480461,12.80929996,12.87306965,1,0.0239512305707,0.678691267967,1.09955668449,-2.6251282692
1,1,O,11.90217079,12.06931715,10.55410876,-2,0.437122374773,4.69620132446,2.36126613617,4.04191255569
1,2,H,10.16171883,10.75349816,9.52383193,1,0.0225422233343,-1.24887859821,0.325637668371,2.8387606144
1,3,H,13.96727324,13.44596543,11.45704084,1,0.0233117900789,1.23753762245,-0.933254361153,-0.954580426216
1,4,O,11.63156511,9.68651926,9.62723557,-2,-0.0313332527876,-0.337409764528,-2.92412638664,-3.89494681358
1,5,O,14.10762601,9.21764874,9.35969156,-2,-0.0466257445514,0.0526032708585,2.88268136978,3.25243616104
1,6,O,10.87723433,11.37470378,13.2649456,-2,0.0183540433645,2.46874117851,-0.543424725533,-1.24112701416
1,7,H,15.73542402,16.10180106,10.18615888,1,0.0237211585045,-1.48492729664,1.06197369099,0.129727959633
1,8,O,9.86491405,11.3141633,10.34519469,-2,-0.0401726365089,-2.3767888546,0.114531859756,-6.2260799408
1,9,H,11.2773047,11.84240799,9.78350125,1,0.0295088924468,0.132970914245,0.376483082771,1.94044816494
1,10,H,11.60808398,9.44937698,13.16112257,1,0.0181832574308,-0.917832374573,-1.53396332264,3.20589208603
1,11,O,9.32684714,13.05902747,11.93511842,-2,-0.0279234498739,-3.5430688858,-3.7015247345,2.61690545082
1,12,O,14.76164752,16.15377454,9.94402852,-2,-0.0233498364687,2.68745493889,-0.277740716934,-0.501326501369
1,13,O,11.4649758,9.2146311,14.17450228,-2,-0.0738755315542,-0.557191431522,3.68486618996,-3.02413249016
1,14,H,14.79270241,15.2967571,9.51497499,1,0.0211249180138,-0.393994063139,0.382820010185,-1.81988465786
1,15,H,11.59169993,7.06201116,13.63484854,1,0.0132842212915,-2.01347637177,-0.908922791481,-1.54277288914
1,16,H,14.59294819,12.87223922,13.77269182,1,0.02590470016,-2.33457922935,-0.79667365551,-1.72625517845
1,17,H,10.69552378,12.2905243,13.35617157,1,0.0184785611928,-0.449842900038,1.29508066177,0.776405632496
1,18,H,12.18584946,9.55472978,10.41376318,1,0.0230492427945,-0.788246929646,-0.835853278637,-0.340080440044
1,19,O,13.21295014,9.09534033,12.16698153,-2,-0.0266103819013,-0.198832079768,-0.100149102509,-1.65657973289
1,20,H,14.93163633,9.8014365,9.30715948,1,0.0150827113539,-1.64451277256,-1.26939666271,0.188005849719
1,21,H,13.33345359,9.88939445,12.64924508,1,0.0150781497359,0.691703021526,1.15185880661,0.874664962292
1,22,O,14.10858481,15.26357454,12.17476066,-2,-0.0586583130062,0.583703696728,-3.75868296623,-1.12916195393
1,23,H,13.64449427,15.99052871,12.4367023,1,0.0181895829737,-1.98649501801,3.11142969131,0.846723258495
1,24,O,14.16172655,13.6240473,10.48129845,-2,-0.0447651967406,-1.01670348644,-2.49218201637,0.798101961613
1,25,H,12.68137763,12.70109291,10.50764164,1,0.0193639434874,-1.18013262749,-0.845383822918,-1.5057502985
1,26,H,13.66716017,14.80844322,11.35168525,1,0.0234379023314,-0.689736545086,3.10867786407,3.98055934906
1,27,H,10.07887928,10.85218739,11.10332921,1,0.0201841555536,0.654020309448,-1.87654912472,2.21453881264
1,28,H,11.37486651,10.89350269,14.01281451,1,0.0274375788867,-0.981407046318,-0.00188554823399,-0.134759172797
1,29,H,13.05848806,12.24298307,13.57337051,1,0.0198990926147,1.66648650169,0.643182933331,-0.0246387310326
1,30,O,13.86084482,12.5921623,13.09415004,-2,-0.0149340108037,0.440412938595,-0.173557132483,1.80735206604
1,31,O,12.3231702,6.83507582,14.16173585,-2,-0.849086523056,1.53480815887,1.19054436684,0.650331258774
1,32,H,12,12,12,1,0.247675999999,-2.24714303017,-1.17529737949,-2.87087845802
1,33,H,13.57074473,9.61560452,10.25382214,1,0.0192762091756,3.57559943199,-1.84404230118,-3.77413105965
1,34,H,11.8173039,8.29891329,14.30091622,1,0.012446962297,1.31259059906,-1.93172693253,0.884568691254
1,35,H,11.83651308,8.95779863,8.82406758,1,0.0298657640815,-0.201998874545,2.83950901031,3.95098781586
1,36,H,14.38750247,14.54766011,10.52496611,1,0.0311370939016,1.44900405407,0.133689910173,-0.900458872318
1,37,H,9.87635078,13.76604825,11.99907315,1,0.0131500475109,2.27582097054,3.62452244759,0.507060527802
1,38,H,12.90831024,8.46548742,12.83895778,1,0.0265730638057,0.454861402512,-1.46401453018,0.387227326632
2,0,H,8.96436669,12.94400932,12.75648162,1,0.0227257311344,-3.20161342621,-0.873076021671,5.82304334641
2,1,O,11.83746161,12.15315833,10.51791379,-2,0.352429002523,2.22009849548,-0.732879638672,3.73385381699
2,2,H,10.05383791,10.84523126,9.60234736,1,0.0204265639186,-0.210961684585,-1.14680612087,-0.333347916603
2,3,H,14.01741449,13.51968023,11.44155345,1,0.0195371620357,0.938732266426,-0.715810239315,-0.328504502773
2,4,O,11.52337375,9.77044,9.55872192,-2,-0.033261552453,-1.46921765804,2.91376185417,4.27942562103
2,5,O,14.01156364,9.25836812,9.36461645,-2,-0.0408440604806,0.569369196892,3.9404976368,3.73569178581
2,6,O,10.80660368,11.49372957,13.31831367,-2,0.0212360098958,-0.135173559189,5.44929695129,-5.18364620209
2,7,H,15.61627879,16.27891127,10.14159963,1,0.0250579118729,3.15831017494,0.795878350735,1.04229545593
2,8,O,9.78409274,11.37568541,10.34457889,-2,-0.0507432632148,-1.81625711918,-0.745179116726,0.536993205547
2,9,H,11.28753613,12.07347938,9.69751136,1,0.0299680866301,-0.271049201488,0.0150514272973,1.35023927689
2,10,H,11.49029358,9.56016679,13.23515509,1,0.0175424963236,-0.500694870949,-1.46442067623,0.942926347256
2,11,O,9.30050799,13.10452572,11.97063193,-2,-0.0224250108004,1.59865581989,-0.125414595008,-5.415828228
2,12,O,14.71778475,16.23188424,9.97894398,-2,-0.0170758441091,-2.18079829216,-2.47971916199,-3.37255978584
2,13,O,11.42381794,9.2932028,14.17776646,-2,-0.092460334301,-0.867372095585,3.19186687469,-0.573582828045
2,14,H,14.76169969,15.40673678,9.36599571,1,0.0261174067855,-0.203605249524,2.68777489662,0.254022479057
2,15,H,11.46939604,7.02791872,13.51852911,1,0.015692602843,1.28881287575,-1.17768657207,0.991947352886
2,16,O,15.96176593,13.95500436,12.89440952,-2,-0.0967265591025,-0.170182809234,6.45708656311,0.72626376152
2,17,H,14.39871659,12.87593726,13.92359635,1,0.0282474942505,-1.04003727436,-0.259036123753,-1.51512861252
2,18,H,10.47620639,12.46423249,13.38061526,1,0.0221199505031,0.931960463524,-2.93908977509,0.62255012989
2,19,H,12.11261163,9.70102716,10.3659008,1,0.0230590328574,-1.58084321022,-0.467962414026,-1.49336493015
2,20,O,13.12286221,9.15313195,12.14350507,-2,-0.0313313826919,-0.237737327814,0.566457152367,-0.639356434345
2,21,H,14.72813804,9.98057736,9.39454321,1,0.0167753901333,-0.975212931633,-1.83532726765,-0.787173867226
2,22,H,15.85478777,13.07906163,12.77008554,1,0.0201004929841,-0.715759575367,-4.08404636383,-1.11499130726
2,23,H,15.13320922,14.61404156,12.64754716,1,0.0153449364007,2.59486746788,-2.69822406769,0.851531565189
2,24,H,13.14598214,9.96973279,12.63119481,1,0.0152681171894,0.757312178612,0.88157248497,0.245643228292
2,25,O,14.04102224,15.33985682,12.14504809,-2,0.0127554386854,2.1634914875,5.78134012222,8.3252696991
2,26,H,13.43151805,15.98154056,12.5361567,1,0.0272328257561,0.566673755646,0.0872740596533,0.242514550686
2,27,O,14.09799325,13.75944067,10.49853811,-2,-0.0544676370919,-0.975556313992,-1.97345232964,-0.762848734856
2,28,H,12.39792862,12.8799863,10.63417058,1,0.0206396244466,1.82353830338,2.32915449142,-1.49454927444
2,29,H,13.60550219,14.96662826,11.51834302,1,0.0256525911391,-4.90170049667,-2.93086671829,-5.38151931763
2,30,H,10.1783339,10.87809722,11.1072205,1,0.0198411531746,-0.952905535698,0.646145939827,-1.0481235981
2,31,H,11.10445322,10.9279191,13.98225949,1,0.0258119963109,0.862737298012,-1.97623133659,3.77297234535
2,32,H,12.92503252,12.40369845,13.42823168,1,0.0195681080222,1.78250801563,0.282293856144,0.142273947597
2,33,O,13.85293198,12.62933778,13.10596558,-2,-0.0170366168022,-1.76403284073,-0.567968666553,1.63832080364
2,34,O,12.22608749,6.95010735,14.18293729,-2,-0.818648934364,-1.85799717903,1.62478148937,-1.62510049343
2,35,H,12,12,12,1,0.307858705521,-2.62144589424,-1.07280004025,-1.94028329849
2,36,H,13.55343108,9.6793057,10.26251886,1,0.0190963596106,2.18545007706,-2.4275894165,-3.17208695412
2,37,H,11.68164133,8.31660084,14.33360932,1,0.0132181718946,1.16629362106,-1.84056663513,0.267820477486
2,38,H,11.79175971,9.20703195,8.92847873,1,0.0244196504354,2.01673913002,-3.30615234375,-3.17139387131
2,39,H,14.32397755,14.69481816,10.46067996,1,0.0250352174044,0.703065872192,-0.32230296731,-0.25478258729
2,40,H,9.80215305,13.87920245,11.9880103,1,0.0152890048921,0.854273498058,2.22290110588,0.0385367646813
2,41,H,12.76350331,8.61179006,12.87070235,1,0.026953920722,0.467330217361,-1.71050834656,0.0440494790673
3,0,H,8.87127667,13.01879536,12.90607139,1,0.0289401076734,0.330727994442,-0.521681785583,-1.34442770481
3,1,O,11.80458031,12.24340955,10.52251282,-2,0.312212496996,4.64243078232,2.68936157227,4.79835605621
3,2,H,9.967947,10.89346725,9.71535008,1,0.023226827383,0.745767652988,-2.79621815681,-3.95393562317
3,3,H,14.12985056,13.59285436,11.43969158,1,0.0261158123612,0.895734429359,-0.401035666466,1.34874093533
3,4,O,11.43376193,9.87024532,9.5352812,-2,-0.0224314853549,-0.5719602108,-0.31148698926,-1.76650094986
3,5,O,10.76080281,11.62987832,13.39267545,-2,0.00178711861372,1.6660605669,1.59773910046,-2.49312710762
3,6,H,6.8876523,14.50428252,14.49463575,1,0.0204701125622,0.482255965471,-0.347738295794,0.0572957769036
3,7,O,9.72477455,11.44277791,10.37772071,-2,-0.0334939062595,-1.74874866009,0.451285660267,4.58581924438
3,8,H,11.36070013,12.34675825,9.69091574,1,0.0313338078558,-1.37616097927,-0.47537779808,-0.839920282364
