frame,atom_index,symbol,x_A,y_A,z_A,formal_charge_e,predicted_charge_e,force_x_eV_A,force_y_eV_A,force_z_eV_A
0,0,H,9.04638977,12.69041951,12.97776359,1,,1.11079931259,1.31099081039,-4.11611223221
0,1,O,12.00387415,11.99911896,10.68902028,-2,,5.49170398712,2.20253276825,-0.0116859078407
0,2,H,10.22830312,10.6984727,9.70881406,1,,-0.331133842468,-1.33283889294,-0.665156006813
0,3,H,14.00025823,13.35300633,11.50542538,1,,0.620510518551,-1.23705363274,-0.6782771945
0,4,O,10.97866385,11.25748,13.29951981,-2,,2.2476978302,-2.05920362473,3.07164239883
0,5,H,15.82112532,15.97842313,10.34284957,1,,-2.95249414444,1.04259502888,-0.691572487354
0,6,O,9.96369866,11.25927459,10.41597623,-2,,-3.0768404007,-1.87333726883,1.17626070976
0,7,H,11.3519755,11.6732565,10.03630506,1,,1.17419695854,1.23588907719,0.76531791687
0,8,O,9.3618432,13.00705177,11.99288639,-2,,0.386564612389,1.64306354523,5.19490718842
0,9,O,14.83745983,16.08654433,9.99885862,-2,,4.09757089615,2.00893354416,1.13062095642
0,10,H,14.80853881,15.24095,9.63886689,1,,-0.548591017723,-1.78885555267,-2.37228393555
0,11,H,14.67245584,12.87886678,13.65407252,1,,-0.555834174156,-0.111917078495,-0.0886271744967
0,12,H,10.95254067,12.17837727,13.47765241,1,,-0.392243891954,1.4528440237,-0.300109446049
0,13,O,13.32446879,9.04398124,12.27421419,-2,,-0.0670695751905,-0.167487025261,2.03752994537
0,14,H,10.90453624,15.67634478,12.60716,1,,-0.33876490593,2.49151825905,-0.587876975536
0,15,H,13.56362747,9.87090693,12.79555474,1,,-0.540453791618,-1.88907289505,-0.952453792095
0,16,O,14.19978606,15.18390615,12.28964695,-2,,-3.09593915939,3.09776878357,0.124753959477
0,17,H,13.78443062,16.15102937,12.43821627,1,,1.58666300774,-3.27846312523,-0.576200664043
0,18,O,14.24708423,13.48946884,10.55915739,-2,,0.194262012839,-0.313741773367,0.484579503536
0,19,H,10.88627862,14.5775183,13.5538635,1,,0.0905850231647,-0.316214114428,1.53357720375
0,20,O,9.72445356,13.79012895,9.61162596,-2,,1.71325755119,-7.62634754181,-0.856129050255
0,21,H,12.90524926,12.49931331,10.37194059,1,,-3.3217997551,-1.75222349167,0.322913706303
0,22,H,9.65064036,13.10553721,10.52916952,1,,0.237811207771,0.952118873596,-3.87575531006
0,23,O,10.9954168,14.76282272,12.64360511,-2,,1.29055917263,-1.12628626823,-0.424691557884
0,24,H,13.6731646,14.81825083,11.47399678,1,,0.119419649243,2.13080883026,3.1770029068
0,25,H,10.0047654,10.76535674,11.28169113,1,,0.26788315177,0.635965049267,-1.62183880806
0,26,H,11.58915171,10.965758,14.09064478,1,,-1.9424315691,0.174268007278,-2.381690979
0,27,H,13.28209377,12.16114818,13.81965431,1,,0.653887867928,0.437791705132,-0.541786074638
0,28,O,13.89275673,12.55739369,13.17444373,-2,,0.0453360974789,-0.508221268654,0.826292276382
0,29,H,12,12,12,1,,-0.378741085529,-0.158870279789,-0.823086023331
0,30,H,9.50146159,14.43832449,10.12925478,1,,-2.15260052681,6.79473209381,3.65977311134
0,31,H,14.50632789,14.42576911,10.65081963,1,,0.654678404331,-1.20199251175,-0.583661913872
0,32,H,10.14150509,13.8847987,12.15432366,1,,-2.91669511795,-2.9195599556,-0.183763682842
0,33,H,13.11346635,8.28563039,12.90916784,1,,0.628245472908,2.04986524582,-1.17241299152
