frame,atom_index,symbol,x_A,y_A,z_A,formal_charge_e,predicted_charge_e,force_x_eV_A,force_y_eV_A,force_z_eV_A
0,0,H,9.04638977,12.69041951,12.97776359,1,,1.11079919338,1.31099081039,-4.11611223221
0,1,O,12.00387415,11.99911896,10.68902028,-2,,5.4917049408,2.20253324509,-0.0116854310036
0,2,H,10.22830312,10.6984727,9.70881406,1,,-0.331133544445,-1.33283913136,-0.665156185627
0,3,H,14.00025823,13.35300633,11.50542538,1,,0.620510578156,-1.23705375195,-0.678276956081
0,4,O,10.97866385,11.25748,13.29951981,-2,,2.2476978302,-2.05920386314,3.071641922
0,5,H,15.82112532,15.97842313,10.34284957,1,,-2.95249414444,1.04259514809,-0.691572666168
0,6,O,9.96369866,11.25927459,10.41597623,-2,,-3.0768404007,-1.87333762646,1.17626082897
0,7,H,11.3519755,11.6732565,10.03630506,1,,1.17419695854,1.23588895798,0.765317499638
0,8,O,9.3618432,13.00705177,11.99288639,-2,,0.386564195156,1.64306378365,5.19490814209
0,9,O,14.83745983,16.08654433,9.99885862,-2,,4.09757137299,2.00893378258,1.13062083721
0,10,H,14.80853881,15.24095,9.63886689,1,,-0.548591017723,-1.78885579109,-2.37228417397
0,11,H,14.67245584,12.87886678,13.65407252,1,,-0.555833935738,-0.111916959286,-0.0886270552874
0,12,H,10.95254067,12.17837727,13.47765241,1,,-0.392243683338,1.45284450054,-0.300109148026
0,13,O,13.32446879,9.04398124,12.27421419,-2,,-0.0670693963766,-0.167485564947,2.03752970695
0,14,H,10.90453624,15.67634478,12.60716,1,,-0.33876478672,2.49151706696,-0.587876975536
0,15,H,13.56362747,9.87090693,12.79555474,1,,-0.540453970432,-1.8890734911,-0.952454090118
0,16,O,14.19978606,15.18390615,12.28964695,-2,,-3.09593963623,3.09776926041,0.124754555523
0,17,H,13.78443062,16.15102937,12.43821627,1,,1.58666324615,-3.27846336365,-0.576200723648
0,18,O,14.24708423,13.48946884,10.55915739,-2,,0.194263011217,-0.313742130995,0.484579890966
0,19,H,10.88627862,14.5775183,13.5538635,1,,0.0905851349235,-0.316213667393,1.53357708454
